"Data Source","World Development Indicators",

"Last Updated Date","2025-04-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"San Marino","SMR","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","95.94972","90.12346","86.79505","86.4215","86.64688","88.08777","94.28105","95.64489","95.09306","","88.81579","90.12945","","","87.17201","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","15.41538","14.0983","11.74878","11.72704","10.94357","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.8896","98.28937","96.85799","93.66779","92.48981","95.82158","94.52617","95.0242","96.42208","96.28646","95.75701","95.21544","94.58089","","","","","","",
"Sub-Saharan Africa (excluding high income)","SSA","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","37.09122","38.05963","40.38819","42.77687","45.86792","48.72234","51.47439","53.30328","53.7083","53.07665","51.85113","50.15244","48.85114","48.11084","48.52779","47.9399","49.20902","49.20663","49.86054","50.24699","50.8604","49.35542","52.26143","53.25993","54.38131","56.547","58.32576","59.83147","62.38962","64.4125","66.64634","68.66341","70.66965","72.03598","72.41189","","","","","","","","","","","","","","","",
"South Sudan","SSD","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.0286","","","","30.38834","","","","","","","","","",
"Sub-Saharan Africa","SSF","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","37.10012","38.06778","40.3958","42.784","45.87415","48.72755","51.47926","53.30791","53.71269","53.08083","51.85551","50.15715","48.85559","48.11508","48.53196","47.94427","49.21324","49.21065","49.86441","50.25112","50.86447","49.35954","52.26508","53.2634","54.38436","56.54948","58.32808","59.83408","62.392","64.41467","66.64822","68.665","70.6711","72.03732","72.41319","","","","","","","","","","","","","","","",
"Small states","SST","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","75.20324","75.34783","76.16572","76.84299","78.09734","79.0863","79.65622","80.53968","80.00275","79.69017","79.7305","80.52348","81.33146","81.5847","82.00406","82.38","81.84792","81.89234","81.49063","81.26788","79.94867","79.49605","78.76807","78.60027","79.45769","79.25936","79.32864","79.54958","79.57752","79.40929","","82.37982","82.90284","","","","","","","","","","","85.74335","85.85604","86.14665","","86.2564","86.14369","","","","","","",
"Sao Tome and Principe","STP","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","93.52219","93.56267","","","","89.34326","","89.60396","","","","","","","","","79.15002","","","91.54216","95.08127","95.24813","93.70949","","90.38196","90.63197","92.63483","91.56319","","","88.95186","88.32481","86.93494","","93.00099","","","","","","","",
"Suriname","SUR","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","94.18554","94.99743","","","","","","","","","","","","","","","","","","","","","","","","","","","83.17978","85.44387","83.33554","90.07385","93.92212","90.53085","88.84737","89.0237","88.47808","88.71092","89.68686","90.88931","87.98488","87.72937","","","","","","",
"Slovak Republic","SVK","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.73751","86.22817","84.04108","82.90059","83.6249","85.8734","87.8224","88.16745","86.77788","84.92458","84.14682","85.1221","85.29294","84.75056","83.5919","82.97944","84.10775","","","","","","","",
"Slovenia","SVN","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.89367","94.66166","95.14155","95.34454","94.22529","94.81067","93.97547","94.52079","95.70861","98.02614","","","97.66424","98.02654","98.2722","98.6308","99.03607","","99.00584","98.82186","","","","","","","","","","",
"Sweden","SWE","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","96.33671","","","","","98.05597","98.41473","98.75798","99.54328","99.8375","","","","","","","","","","","","98.77722","96.60129","95.20616","94.94789","96.09091","98.11789","","","","","","","","","","","","","","","","",
"Eswatini","SWZ","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","58.2604","58.15917","60.17833","63.10961","64.65359","67.32145","68.20821","69.14835","69.5151","70.30472","","74.06974","73.00019","72.17532","71.76853","73.35026","72.29966","73.23367","72.49306","72.44472","74.27921","74.47759","75.68573","75.3296","77.80021","80.63427","79.92177","","","","","","","","","","","","","81.5829","87.16025","86.26999","86.57568","83.63544","84.51263","83.54355","83.62154","82.37601","","","","","","","",
"Sint Maarten (Dutch part)","SXM","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","","85.79627","","","","","","","","","","","","","","87.33914","91.88223","93.17892","93.21565","","","","","87.00154","93.32138","","","","","","","","","","","","","","","","","","","","","","",
"Syrian Arab Republic","SYR","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","54.53103","","64.77191","","","","","70.67829","71.65629","74.63192","75.87662","77.6257","78.88","81.55799","83.88293","86.26913","90.31361","90.36516","90.98338","90.57479","","","","","","92.60985","92.0179","90.93969","","","","","","","","","","","","","","","67.03999","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","13.49708","","13.82605","","","","","","","","","","","20.65163","","","","","","","","","30.68962","35.36749","38.13813","40.58358","42.34389","45.26936","47.18737","","","","","","","","53.49643","","67.37677","","69.14669","64.07191","","","","","","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","85.83875","90.03248","91.22523","92.66936","91.70159","92.56609","92.66549","92.05695","91.18124","90.02248","89.45824","88.99475","91.35824","93.81775","93.94684","94.09904","94.148","93.99726","94.19635","93.97271","93.56082","94.82998","94.87012","95.19223","95.51974","95.95529","95.52379","95.47502","95.49944","95.55226","","","","","","","","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.77019","92.37155","91.33603","91.54053","91.0319","91.16269","91.39968","90.6973","91.40362","92.22417","93.82344","93.39085","92.0378","92.201","92.39302","92.60403","92.35056","93.04677","93.24368","93.12342","93.572","93.44499","93.72667","93.84347","92.11119","92.00484","","","","","","",
"Togo","TGO","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","32.22932","34.52219","","","","","","53.79596","55.89836","56.81116","","54.98564","54.71833","47.77643","46.34194","42.86991","49.56997","50.44962","50.78367","52.61447","55.42146","","","52.62158","60.95711","67.47189","66.01122","","","","79.09826","","80.56632","","82.69166","","82.74813","83.95373","","","","","","87.1824","88.89822","86.86441","88.03994","88.30915","","","","","","",
"Thailand","THA","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","71.7285","72.59198","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.06709","97.66201","97.21583","97.85243","","","","","","","","","","","","","","","",
"Tajikistan","TJK","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.10495","90.56984","94.01141","","","","","","","","","","","","97.27026","96.2435","96.01297","","","","","","","","",
"Turkmenistan","TKM","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","82.09352","82.42277","82.98216","83.77803","84.38711","84.50609","85.23868","86.23791","86.82977","88.5547","89.07445","90.40533","90.62152","90.67659","90.4924","91.00355","90.70569","90.79437","90.48351","89.69951","90.25333","90.61181","91.22504","91.5072","90.92953","90.79513","91.17746","90.33224","","93.2279","93.88268","","93.78135","92.93204","93.44467","94.44212","94.26767","94.01144","94.9695","94.98723","94.9795","94.7871","95.02038","93.77863","93.6813","93.65848","93.98719","93.93952","93.90213","","","","","","",
"Timor-Leste","TLS","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.19414","86.84984","88.21023","90.91874","89.93884","90.35245","91.97155","93.19124","92.96367","94.61825","92.9498","","","","","","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","45.03254","44.98474","48.23895","50.16283","51.3046","55.26824","58.20445","60.35605","62.15157","60.98664","64.63843","64.1923","66.24081","67.42744","69.1034","70.02914","71.50024","72.96083","74.41315","74.69012","77.06453","78.47111","75.05173","75.65074","78.2029","76.34601","79.27031","79.01756","","79.08428","80.18579","82.55528","84.94683","85.60437","86.52999","86.15037","86.11738","87.87633","88.52613","89.07465","90.29378","90.72715","","91.35238","90.67917","90.59505","90.73243","91.07688","91.48722","","","","","","",
"Tonga","TON","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","87.62211","87.40935","94.02381","","89.02023","97.33629","","","","","","","","92.99457","","98.12761","96.50238","","","","93.15327","","","93.43096","","","","","92.66426","87.71564","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Asia (IDA & IBRD)","TSA","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","43.11841","42.00246","43.62683","47.94461","47.08739","48.56381","48.74681","51.56904","48.59345","48.70773","50.10498","51.8604","51.75391","53.59592","55.57914","55.54113","57.58521","55.60573","58.64308","61.88953","61.96852","62.18648","62.96162","64.94941","66.56263","66.7875","67.00292","66.99763","65.99324","66.86044","68.88753","69.21381","70.51603","78.03525","80.53169","82.34337","83.82396","85.65859","86.17493","86.91173","87.00896","86.37355","86.67464","86.87741","87.21258","86.75207","86.98376","86.9749","86.84744","","","","","","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","37.10012","38.06778","40.3958","42.784","45.87415","48.72755","51.47926","53.30791","53.71269","53.08083","51.85551","50.15715","48.85559","48.11508","48.53196","47.94427","49.21324","49.21065","49.86441","50.25112","50.86447","49.35954","52.26508","53.2634","54.38436","56.54948","58.32808","59.83408","62.392","64.41467","66.64822","68.665","70.6711","72.03732","72.41319","","","","","","","","","","","","","","","",
"Trinidad and Tobago","TTO","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","93.44517","92.58401","91.88096","91.6389","92.61165","96.26375","96.22785","94.70958","90.07082","86.63927","92.41886","93.03454","94.0754","92.65937","93.07886","91.37001","93.03525","93.99259","92.3568","91.88367","89.6875","89.23438","88.53352","","","88.73928","88.83932","","93.93764","93.81147","92.9984","90.36456","90.54868","91.31061","88.34703","","","94.05619","94.87768","94.83918","","","","","","","","","","","","","","",
"Tunisia","TUN","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","63.88022","","","","61.17866","","","64.98599","67.30062","69.60487","72.21471","75.74594","79.479","83.0866","84.70119","","","","88.93155","88.86232","90.33445","91.21126","92.62225","93.08855","93.97818","93.36097","92.85678","","92.94753","94.97846","97.40203","","","","99.96022","98.58952","97.18791","97.24187","98.60494","","","","","","","","","","","","","","","",
"Turkiye","TUR","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","76.44057","","","","","","","","","","","","","","","","","","","","88.84879","88.32253","","88.31335","","90.82062","","","","","","","96.19792","97.09485","96.59313","94.51121","95.38382","94.58218","91.97876","92.52282","93.99166","94.15426","93.65463","87.18836","","","","","","","",
"Tuvalu","TUV","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.49162","79.1148","72.36662","","","","","","","","",
"Tanzania","TZA","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","","","","68.96957","64.94606","64.41072","","58.60795","57.37544","55.55926","53.7258","53.52845","52.78702","52.01735","52.00352","51.40762","50.393","50.21043","50.32388","50.83809","50.42278","50.93254","54.43399","58.43572","72.78572","80.9404","85.58811","90.27577","96.33842","","98.72642","","93.04912","","88.83323","85.40375","85.39817","","85.38355","85.18502","82.84537","","","","","","",
"Uganda","UGA","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","","33.55406","","37.20813","40.2252","","","","53.98072","","","","","","","","","","","","","","","","","","","","","","","95.35283","92.45064","95.70638","","96.90298","","","","","","","","","","","",
"Ukraine","UKR","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.57882","88.56981","87.78605","89.3772","88.1503","87.57838","87.54922","87.96268","90.68996","93.02265","93.97985","94.24834","92.65981","","","","","","","","","","",
"Upper middle income","UMC","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","85.7083","88.47438","89.52403","90.87074","91.97665","92.59596","92.33943","91.88433","90.89825","89.97503","89.42518","89.17746","91.18051","93.45501","93.76546","94.1993","94.63453","94.90108","95.27114","95.35887","94.70748","95.28597","95.52129","95.51561","95.31375","95.18209","95.06046","94.99398","95.04166","95.08825","95.18889","94.95664","95.08598","","","","","","",
"Uruguay","URY","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","86.28135","","","","","","","92.55219","94.32315","95.04078","93.37613","92.92804","92.59349","92.64541","","","","","","","","","","98.29781","99.17296","","","","","","96.60632","","","","","","","","","","",
"United States","USA","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.41847","","","","","93.51886","93.06796","92.63905","92.74006","93.57871","94.31605","94.85693","94.57828","","","","","","","",
"Uzbekistan","UZB","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.42745","88.06605","87.45586","88.28625","88.68583","90.46656","91.8922","93.25238","","","","","","","","","","",
"St. Vincent and the Grenadines","VCT","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","93.66275","","97.05729","","","","","","","","","","","","","","","","","","","94.15142","","","","","","","","","90.18621","","","","","","","","","","",
"Venezuela, RB","VEN","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.94919","88.12483","90.55853","93.39797","91.90002","91.94538","91.09699","90.96668","92.08533","90.15217","92.07496","92.50796","92.77521","91.4785","90.71424","91.2639","90.64407","88.81349","87.24097","","","","","","","",
"British Virgin Islands","VGB","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","92.02312","85.78143","","","","","","","","","","","","","","","96.98206","83.09637","94.24847","","","","90.33778","89.29946","","","","","","91.79453","94.04601","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Viet Nam","VNM","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vanuatu","VUT","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","","","","83.81295","","","","","","","","74.13527","","","","","","","","","","96.5645","","","","","95.96519","","","","","","","","","","","80.60182","","","","","","","","","",
"World","WLD","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","64.21323","63.8255","64.85866","67.83525","68.7001","70.24341","70.8253","70.58396","68.86952","69.03861","70.41066","71.56029","72.06261","72.47761","72.94341","74.01937","75.27758","75.79281","76.60216","77.56444","77.24896","77.75459","77.6501","77.9925","78.25015","77.97821","77.91187","78.14253","78.88847","79.89925","80.68304","81.01112","81.39747","83.53928","84.72136","85.44083","86.01105","87.16241","87.62318","87.85407","87.88409","88.06601","88.19405","88.20248","88.33011","88.17368","88.33632","88.17059","88.2163","","","","","","",
"Samoa","WSM","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.00397","","","","96.20473","90.67553","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kosovo","XKX","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.64062","","","","58.81393","62.256","66.10797","","","69.38322","","73.53571","","77.02133","78.30278","","","78.67766","","","","","","","","",
"South Africa","ZAF","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","68.24207","","","","","","","","","","","","","","","","","","","","","88.97419","","","90.19036","90.84667","","","86.68132","87.95669","86.27335","87.54993","88.31722","89.6519","89.26884","88.85118","","","","","","","","","","","","86.70383","","","","","","","",
"Zambia","ZMB","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","71.00342","","","","74.98088","75.45329","74.92966","74.97083","75.19486","75.42786","75.36027","76.85251","77.8042","","79.6513","","78.2114","","","","","","71.50885","69.75318","","","66.95256","65.04711","65.10989","65.34285","67.17891","","81.09181","89.96537","90.18648","90.23191","","87.95141","85.56765","88.66623","90.34955","87.39131","","","","84.92941","","","","","","","",
"Zimbabwe","ZWE","School enrollment, primary, female (% net)","SE.PRM.NENR.FE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.61508","87.50402","89.00224","92.54698","89.90188","89.42919","","","","","","","","","","","","","","","","","","","","","",
